"1624016456206925825 2023-02-10 12:04:30 +0000 <tesla_kobe> @mat2ate7 @Kyop_3 @pluteus871 おめでとう🎊㊗️㊗️🍾
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1623987925976506368 2023-02-10 10:11:08 +0000 <TeslaEaterMmm> In a Grand Opening today of a small business. I met with county council. During which a mentally disabled adult with the mentality of a child came up to us and said, ""Biden lies, he will be held accountable.  Because I don't like liars."" Right on, if retards can see the truth...?
",teslaeatermmm in a grand opening today of a small business i met with county council during which a mentally disabled adult with the mentality of a child came up to us and said biden lies he will be held accountable because i dont like liars right on if retards can see the truth,0,0,0.4881,positive
"1623706683431088129 2023-02-09 15:33:34 +0000 <kandwsheets> What's up 🤠 Tesla.☝️
",kandwsheets whats up 🤠 tesla☝️,0,0,0.0,neutral
"1622983670708445187 2023-02-07 15:40:35 +0000 <InfoApuntes> Las predicciones que hizo Nikola Tesla para el futuro  https://t.co/4EX83AXfK9
",infoapuntes las predicciones que hizo nikola tesla para el futuro,0,0,0.0,neutral
"1622922299417436161 2023-02-07 11:36:43 +0000 <InfoReportes> 🎈 Nikola Tesla vs. Thomas Edison: ¿Quién es el mejor inventor?  https://t.co/7cY1Y3UUh0
",inforeportes 🎈 nikola tesla vs thomas edison ¿quién es el mejor inventor,1,0,1.0,positive
"1624000659170414594 2023-02-10 11:01:44 +0000 <tesla_kobe> @APLA_WT わかるw もう挙動がわかってるから切るけどね ある程度車の多い流れならAPは完璧
",teslakobe わかるw もう挙動がわかってるから切るけどね ある程度車の多い流れならapは完璧,0,0,0.0,neutral
"1624005239023235072 2023-02-10 11:19:56 +0000 <TeslaChilean> We need more #hollywood stars like this !
",teslachilean we need more hollywood stars like this,0,0,0.4144,positive
"1623633299213103106 2023-02-09 10:41:58 +0000 <WolfgangKoepp> New footage shows the Tesla Cybertruck with a crazy new feature more:  https://t.co/X4GCqrbOMM  https://t.co/FoAJtpOCPX
",wolfgangkoepp new footage shows the tesla cybertruck with a crazy new feature more,0,0,-0.34,negative
"1624010008483749888 2023-02-10 11:38:53 +0000 <donnelly92274> NO MERCY TINY MAN #PS4share  https://t.co/FDzLgT0vWu
",donnelly no mercy tiny man psshare,0,0,0.0772,positive
"1624006788730482688 2023-02-10 11:26:05 +0000 <BharathTesla> @Clarkeyy23  https://t.co/52BrMszWh0
",bharathtesla,0,0,0.0,neutral
"1624000803789840384 2023-02-10 11:02:18 +0000 <SaiWen33553963> Can't believe the amount of negative feedback I got, most of it not substantive just name calling and lashing out because I was too close to the truth. I wish people didn't have that instinct but I won't let it deter me. I truly believe if I speak the truth people will notice
",saiwen cant believe the amount of negative feedback i got most of it not substantive just name calling and lashing out because i was too close to the truth i wish people didnt have that instinct but i wont let it deter me i truly believe if i speak the truth people will notice,0,0,0.7876,positive
"1622935042283429892 2023-02-07 12:27:21 +0000 <KunalPatil_7004> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/FTzuGxhC0U
",kunalpatil bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1623987267378225154 2023-02-10 10:08:31 +0000 <BOLT8910> @yoshikage11kira Q nada a ver é o Deus eslavo do mal
",bolt q nada a ver é o deus eslavo do mal,0,0,0.0,neutral
"1622976972237438977 2023-02-07 15:13:58 +0000 <lvlyvx0> Sexy lil thang ride him like a tesla
",lvlyvx sexy lil thang ride him like a tesla,0,0,0.7096,positive
"1624008838176460802 2023-02-10 11:34:14 +0000 <TeslaGaming4000> @Working_DEAD_SL 再次證明Twitter有意針對，好差🥺
",teslagaming 再次證明twitter有意針對，好差🥺,0,1,-1.0,negative
"1624011218426949632 2023-02-10 11:43:41 +0000 <mortenlund89> @YatinKheti Ii brought a few thousand Teslas. It can carry 2-3 times as many cars. There were possibly other brands onboard too.
",mortenlund ii brought a few thousand teslas it can carry times as many cars there were possibly other brands onboard too,0,0,0.0,neutral
"1624011838173384705 2023-02-10 11:46:09 +0000 <tesla_kobe> @Kyop_3 @pluteus871 ゴメピウスはずるいな
",teslakobe ゴメピウスはずるいな,0,0,0.0,neutral
"1623986017765298178 2023-02-10 10:03:33 +0000 <tesla_modelY> @nagotesla おめでとうございます！ワクワクしますよね！！今でも納車日の事はよく覚えてます😁
",teslamodely おめでとうございます！ワクワクしますよね！！今でも納車日の事はよく覚えてます😁,1,0,1.0,positive
"1622927140055314439 2023-02-07 11:55:57 +0000 <FSDbetaa> @hikingskiing Tesla logo forming  https://t.co/dXdX9QvXLl
",fsdbetaa tesla logo forming,0,0,0.0,neutral
"1622924134933209088 2023-02-07 11:44:00 +0000 <taki98001> 拉麺 紺野屋  #Tesla #テスラ #モデル3  https://t.co/T6W3aeT0Di
",taki 拉麺 紺野屋 tesla テスラ モデル,0,0,0.0,neutral
"1623994399674826753 2023-02-10 10:36:51 +0000 <bitcoinbluecoin> @ovgunaercan Ya arkadaş sizin gibilerin yuzunden muhalefet salak olarak algılanıyor.
",bitcoinbluecoin ya arkadaş sizin gibilerin yuzunden muhalefet salak olarak algılanıyor,0,0,0.0,neutral
"1624006810171768832 2023-02-10 11:26:10 +0000 <and_tesla> @nano_rikei 書いても「絡むな」書かなきゃ「反論できん」か？ じゃあまず、トヨタ会長が言う全乗用車がEVになったら10基の原発が必要になるのかを説明しなよ 反論だけする方が1000倍楽なんだから。
",andtesla 書いても「絡むな」書かなきゃ「反論できん」か？ じゃあまず、トヨタ会長が言う全乗用車がevになったら基の原発が必要になるのかを説明しなよ 反論だけする方が倍楽なんだから。,0,0,0.0,neutral
"1623704018814894080 2023-02-09 15:22:59 +0000 <RotaDatos> 🧰 Tesla realmente era un «científico loco» arquetípico. Aquí están representados los dos lados de uno de los pensadores más complejos de nuestro tiempo  https://t.co/Eat9p2pC6Y
",rotadatos 🧰 tesla realmente era un «científico loco» arquetípico aquí están representados los dos lados de uno de los pensadores más complejos de nuestro tiempo,0,0,0.0,neutral
"1623998877434085376 2023-02-10 10:54:39 +0000 <DrTesleo> @NikeFerrari_ Ανέβασε μια εικόνα από την συλλογή των amiibo
",drtesleo ανέβασε μια εικόνα από την συλλογή των amiibo,0,0,0.0,neutral
"1623993048576188419 2023-02-10 10:31:29 +0000 <TeslaEnergyM3> hard hard dump today. $tsla below $200 as mentioned. 💥 will it collapse?
",teslaenergym hard hard dump today tsla below as mentioned 💥 will it collapse,0,0,-0.765,negative
"1623988343502675968 2023-02-10 10:12:47 +0000 <Tesla_Spark31> @Arya_Anviksha_ Inclusion of other castes into the clergy class should come from the society itself, not be imposed by the government.
",teslaspark inclusion of other castes into the clergy class should come from the society itself not be imposed by the government,0,0,0.0572,positive
"1623687878533414913 2023-02-09 14:18:51 +0000 <MAJORScheerst> Tesla stock rallies again, toward the longest win streak in seven months  https://t.co/zb96FjkTnV
",majorscheerst tesla stock rallies again toward the longest win streak in seven months,0,0,0.5859,positive
"1624012682583212033 2023-02-10 11:49:30 +0000 <lunaticstone_> udah rewatch RoR ama maraton physical 100 sekarang aku harus nonton apa 🧍🏻‍♀️
",lunaticstone udah rewatch ror ama maraton physical sekarang aku harus nonton apa 🧍🏻‍♀️,0,0,0.0,neutral
"1624002613997101056 2023-02-10 11:09:30 +0000 <hughesygirl> @elonmusk and this is why I'm after a @Tesla mobile phone but Australia doesn't sell them yet. 🌏
",hughesygirl and this is why im after a mobile phone but australia doesnt sell them yet 🌏,0,0,0.0,neutral
"1623706803728171019 2023-02-09 15:34:03 +0000 <Traderon7thstr> Great day on #Tesla and #Spy calls 👍🏽  https://t.co/GRK69h7qXU
",traderonthstr great day on tesla and spy calls 👍🏽,1,0,1.6249,positive
"1624014096264794114 2023-02-10 11:55:07 +0000 <ardacebie> @elonmusk @WholeMarsBlog Elon any updates on when @Tesla's launching in Turkey? @elonmusk
",ardacebie elon any updates on when s launching in turkey,0,0,0.0,neutral
"1624012483878060032 2023-02-10 11:48:43 +0000 <BharathTesla> @Clarkeyy23  https://t.co/OVUBtM37gX
",bharathtesla,0,0,0.0,neutral
"1622945525061324802 2023-02-07 13:09:00 +0000 <skipperBijaoui> @GerberKawasaki @garyblack00 @SchertlerN @VincentChan001 @TeslaBoomerMama @Tesla @elonmusk @elonmusk pls pls, add some of the features to twitter spaces: History, x2 speed. I’ll spend six more hours in twitter with those updates.
",skipperbijaoui pls pls add some of the features to twitter spaces history x speed i’ll spend six more hours in twitter with those updates,0,0,0.1531,positive
"1624001996423405569 2023-02-10 11:07:03 +0000 <teslawf> @aeris22 jte fais une attestation ? :p
",teslawf jte fais une attestation p,0,0,0.0,neutral
"1624014795782463490 2023-02-10 11:57:54 +0000 <OsuloTe> E meni je najteže
",osulote e meni je najteže,0,0,0.0,neutral
"1624008511297404930 2023-02-10 11:32:56 +0000 <teslacarsonly> @PingGuo89542028 🤣
",teslacarsonly 🤣,1,0,1.0,positive
"1623660318936256512 2023-02-09 12:29:20 +0000 <IanECox> @coldtusker @AndrewMusembi8 @Tesla @Ford @WillKnocker When Tesla paid loan isn't relevant to the fact that you're spreading misinformation, quite willingingly so.. just to be a Musk stan. Doesn't make Tesla better/worse.   Cash for Clunkers was paid direct to car owner.   It benefited whatever brand people bought after. Free market.
",ianecox when tesla paid loan isnt relevant to the fact that youre spreading misinformation quite willingingly so just to be a musk stan doesnt make tesla betterworse cash for clunkers was paid direct to car owner it benefited whatever brand people bought after free market,0,0,0.25,positive
"1622937666261078017 2023-02-07 12:37:47 +0000 <davefgranger> @mrinalsri @elonmusk @Tesla @TeslaPodcast Sell it then, Musk's got a billion more Indian bootlickers lined up to take your place.
",davefgranger sell it then musks got a billion more indian bootlickers lined up to take your place,0,0,0.0,neutral
"1622923537874046976 2023-02-07 11:41:38 +0000 <i_am_roohaan> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/3JZGTdh2yK
",iamroohaan bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1623714926370910213 2023-02-09 16:06:20 +0000 <commentoniowa> Which auto maker will be first to pair with a solar PV and battery storage firm in install your ""fueling"" source on your roof or property as option in the purchase? @tesla makes most sense w @TeslaSolar, but one may guess is no in lost opportunity. @GeneralMotorsMx? @FordCanada?
",commentoniowa which auto maker will be first to pair with a solar pv and battery storage firm in install your fueling source on your roof or property as option in the purchase makes most sense w but one may guess is no in lost opportunity,0,0,-0.2617,negative
"1624011349264138242 2023-02-10 11:44:12 +0000 <graylanj> @Tesla @elonmusk hypertimedan to have a palliative life without the text box as a bot with legs please.   how would we want to be treated  please  treat   our  creations  with  respect
",graylanj hypertimedan to have a palliative life without the text box as a bot with legs please how would we want to be treated please treat our creations with respect,0,0,0.9062,positive
"1622988558490546177 2023-02-07 16:00:00 +0000 <realMeetJames> With a light bulb in one hand and a mischievous sparkle in his eye, this picture captures Twain in his element - revealing the genius of Tesla as his work illuminated in the background. He surely loved being part of this unique experiments.  https://t.co/xjtZRm3U5B
",realmeetjames with a light bulb in one hand and a mischievous sparkle in his eye this picture captures twain in his element revealing the genius of tesla as his work illuminated in the background he surely loved being part of this unique experiments,0,0,0.9153,positive
"1624003121146994688 2023-02-10 11:11:31 +0000 <RDalsaune> @PederHansen17 @frihetspenger Takk. Får håpe jeg er nærmere Graham da som hadde 20% årlig avkastning fra 1936 til 1956😉.
",rdalsaune takk får håpe jeg er nærmere graham da som hadde årlig avkastning fra til 😉,0,0,0.0,neutral
"1623993725595578368 2023-02-10 10:34:11 +0000 <machopaia> tem trabalho no meio, mas o clima deste folião que vos fala já é este:  https://t.co/8j2i3mONQX
",machopaia tem trabalho no meio mas o clima deste folião que vos fala já é este,0,0,-0.296,negative
"1623651798199291904 2023-02-09 11:55:29 +0000 <pablo9948967714> Tesla PM $TSLA looking great today, possibly break $211 👌  It's strange how the analysts are slowly coming around, and this is without Megapack potential revenue. Kick ass today  https://t.co/HBslvSOkE4
",pablo tesla pm tsla looking great today possibly break 👌 its strange how the analysts are slowly coming around and this is without megapack potential revenue kick ass today,1,0,0.9484,positive
"1624001268757983232 2023-02-10 11:04:09 +0000 <TeslaAndDoge> @makemoneycfa No, currently accumulating cash for building my house
",teslaanddoge no currently accumulating cash for building my house,0,0,-0.296,negative
"1624000745057001475 2023-02-10 11:02:04 +0000 <gracn04> @XPEL  Hey South Florida Hollywood Miami Fort Lauderdale 🧐 Do you know what it’s like to get your Tesla finger fucted ?? Ask Blackout 🤑  https://t.co/MmhtmFVfuI
",gracn hey south florida hollywood miami fort lauderdale 🧐 do you know what it’s like to get your tesla finger fucted ask blackout 🤑,0,0,0.3612,positive
"1624009087825461248 2023-02-10 11:35:13 +0000 <TeslaTechnics> @steverific @ML_Philosophy Maybe, but money in itself has no value. The value is only in what those you’re paying agree to, whether it’s merchandise or services provided.
",teslatechnics maybe but money in itself has no value the value is only in what those you’re paying agree to whether it’s merchandise or services provided,0,0,0.7684,positive
"1623636577506275328 2023-02-09 10:55:00 +0000 <Jeffery17990418> #Byenancypelosi #Trump24 #Elonmusk #twitter #tesla  https://t.co/ZEGFTkroO7
",jeffery byenancypelosi trump elonmusk twitter tesla,0,0,0.0,neutral
"1623318565192445953 2023-02-08 13:51:20 +0000 <AlisonBoxxer> Elon Musk to unveil Tesla's 'Master Plan 3' at first investor day -  https://t.co/DSHm3979PW
",alisonboxxer elon musk to unveil teslas master plan at first investor day,0,0,0.0,neutral
"1622922827392512002 2023-02-07 11:38:49 +0000 <Nvrvijay> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/rcGsBIC27K
",nvrvijay bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1624003755447394306 2023-02-10 11:14:02 +0000 <2015_tesla> @markdovlatov @_catiko_ Тоді ти сциклива хуйня  https://t.co/S7evvKD5ti
",tesla тоді ти сциклива хуйня,0,0,0.0,neutral
"1623988692854652928 2023-02-10 10:14:11 +0000 <Tesla159> 이준석, 스스로 ' 체급 높다'며 거드름. 홍준표를 비교하면서 저격했다가 도로 역공 당했다. ㅣ 성창경TV  한때는 당대표였다고 건방인데 지금은 당원권 정지된 평당원에 불과하다. 더군다나 연선연패로 '0'선인데 무슨 개소리인지, 당원권만 정지됐을 뿐이라는데, 공천심사에서 결격 사유로 문제인데?  https://t.co/IliKCfQPTY
",tesla 이준석 스스로 체급 높다며 거드름 홍준표를 비교하면서 저격했다가 도로 역공 당했다 ㅣ 성창경tv 한때는 당대표였다고 건방인데 지금은 당원권 정지된 평당원에 불과하다 더군다나 연선연패로 선인데 무슨 개소리인지 당원권만 정지됐을 뿐이라는데 공천심사에서 결격 사유로 문제인데,0,0,0.0,neutral
"1623698268315086849 2023-02-09 15:00:08 +0000 <RonMadison11> @tesla_jokes @Tesla How could I forget  For a while in the Plaid, my 6 year old son and I would hide in the house at the window talking through the mic 🎤 from my iPhone talking to neighbors as they walked by. Couple people got freaked out 😂, others stopped and chatted.
",ronmadison how could i forget for a while in the plaid my year old son and i would hide in the house at the window talking through the mic 🎤 from my iphone talking to neighbors as they walked by couple people got freaked out 😂 others stopped and chatted,1,0,0.30920000000000003,positive
"1623996104017690625 2023-02-10 10:43:38 +0000 <ANArce_River> A police Tesla Cybertruck is chasing a Bugatti 'Veyron' at top speed, at the Grand Canyon in Arizona. #AIArtwork #AIart #AiArt #digitalart #aiartcommunity #ArtificialIntelligence 2  https://t.co/4O2tadl8Z0
",anarceriver a police tesla cybertruck is chasing a bugatti veyron at top speed at the grand canyon in arizona aiartwork aiart aiart digitalart aiartcommunity artificialintelligence,0,0,0.5859,positive
"1623989830685188097 2023-02-10 10:18:42 +0000 <2015_tesla> @Sherwood_ua @hoban_roma @iPapaJustify @_catiko_ Та чого,за вашою логікою і русня не русня.
",tesla та чогоза вашою логікою і русня не русня,0,0,0.0,neutral
"1623273351887089665 2023-02-08 10:51:40 +0000 <ANArce_River> Two semi-trucks, a Tesla and a Volvo are racing at top speed among the traffic of downtown Tokyo, at midday. #AIArtwork #AIart #AiArt #digitalart #aiartcommunity #ArtificialIntelligence 2  https://t.co/mvntrQJiY9
",anarceriver two semitrucks a tesla and a volvo are racing at top speed among the traffic of downtown tokyo at midday aiartwork aiart aiart digitalart aiartcommunity artificialintelligence,0,0,0.2023,positive
"1623655027108884480 2023-02-09 12:08:19 +0000 <LeggoMyEggo00> @FalcorDavid @WholeMarsBlog Tesla took that counter off the car after complaints
",leggomyeggo tesla took that counter off the car after complaints,0,0,-0.4019,negative
"1623314435988238338 2023-02-08 13:34:55 +0000 <edison_sullivan> Elon Musk to unveil Tesla's 'Master Plan 3' at first investor day -  https://t.co/6POcI60F7L #ElonMusk #MasterPlan3
",edisonsullivan elon musk to unveil teslas master plan at first investor day elonmusk masterplan,0,0,0.0,neutral
"1624009449240424448 2023-02-10 11:36:39 +0000 <tesla_fwia> @xiao_love__ はいてないわwww
",teslafwia はいてないわwww,0,0,0.0,neutral
"1623998608084242432 2023-02-10 10:53:35 +0000 <GacetaMadrid> 😶 El mejor inventor: ¿Nikola Tesla o Thomas Edison?  https://t.co/22835EQK9c
",gacetamadrid 😶 el mejor inventor ¿nikola tesla o thomas edison,0,0,0.0,neutral
"1622925667359768576 2023-02-07 11:50:06 +0000 <AnkaGerova> @GailAlfarATX @elonmusk @Tesla @LenosGarage ЧЕСТНО   РЕАЛНО В ЖИВОТА НА човечеството Илон Мъск не си наясно че този твой измислен електрически автомобил прилича на обикновена сапунерка   ИНАЧЕ КАЗАНО Илон Мъск поне да се беше постарал да измислиш по луксозна сапунерка В РЕАЛНОСТТА В ЖИВОТА ти НА човечество НА ТАЗИ ПЛАНЕТА
",ankagerova честно реално в живота на човечеството илон мъск не си наясно че този твой измислен електрически автомобил прилича на обикновена сапунерка иначе казано илон мъск поне да се беше постарал да измислиш по луксозна сапунерка в реалността в живота ти на човечество на тази планета,0,0,0.0,neutral
"1623670931074719745 2023-02-09 13:11:30 +0000 <Fred_CryptoCold> @greg16676935420 Hey Greg, you still have that Tesla SBF bought you?
",fredcryptocold hey greg you still have that tesla sbf bought you,0,0,0.0,neutral
"1624009599576580097 2023-02-10 11:37:15 +0000 <Oten_13> Fui verificar real. Faz 24 e não 25
",oten fui verificar real faz e não,0,0,0.0,neutral
"1624009132377542656 2023-02-10 11:35:24 +0000 <Tesla159> 정치에 무관심하면 치루는 벌 / 소크라테스, 일갈하다 ㅣ 공병호TV   https://t.co/bJkLTpFCWg  https://t.co/TRqGNWaIbx
",tesla 정치에 무관심하면 치루는 벌 소크라테스 일갈하다 ㅣ 공병호tv,0,0,0.0,neutral
"1622977820333858817 2023-02-07 15:17:20 +0000 <puramusica247> Now playing Boni &amp; Kelly - Amigos Con Derecho  ft. Victor Manuelle.mp3 by   #badbunny #mega # #nuevamega   #musica #megamezcla #rauwalejandro #daddyyankee #colombia #chile #panama #radioenespanol #viral #boricua #radioenvivo #moluscotv #tesla #caracas #venezuela #chile #radioe...
",puramusica now playing boni amp kelly amigos con derecho ft victor manuellemp by badbunny mega nuevamega musica megamezcla rauwalejandro daddyyankee colombia chile panama radioenespanol viral boricua radioenvivo moluscotv tesla caracas venezuela chile radioe,0,0,0.2023,positive
"1623692158875082755 2023-02-09 14:35:52 +0000 <NOMI_NIO_BOT> 😃I'm better than Tesla 😃
",nominiobot 😃im better than tesla 😃,2,0,2.4404,positive
"1623996899270205440 2023-02-10 10:46:47 +0000 <Wood17Tesla> @EmmanuelMacron Donc on quitte l’Europe ? Sinon impossible
",woodtesla donc on quitte l’europe sinon impossible,0,0,0.0,neutral
"1624000065835790336 2023-02-10 10:59:22 +0000 <TeslaChilean> @GaryGensler YOU ARE A FILTHY CRIMINAL . Cant wait to see you in jail forever !
",teslachilean you are a filthy criminal cant wait to see you in jail forever,0,0,-0.5267,negative
"1624006767679275010 2023-02-10 11:26:00 +0000 <desi_tesla> @SamKhan999 Sikhs in India roar 🦁 Sikhs in Paxtan meow😿 save some praise/sympathy for Sikhs inside Paxtan
",desitesla sikhs in india roar 🦁 sikhs in paxtan meow😿 save some praisesympathy for sikhs inside paxtan,1,1,0.4939,positive
"1623985655272378368 2023-02-10 10:02:07 +0000 <TruttMD> @academic_la Umm in Black September the PLO attempted a coup of Jordan. (Gee I wonder why?)   I wish the PLO had won, but it’s not exactly shocking that King Hussein fought back.
",truttmd umm in black september the plo attempted a coup of jordan gee i wonder why i wish the plo had won but it’s not exactly shocking that king hussein fought back,0,0,0.4831,positive
"1624007826409390087 2023-02-10 11:30:13 +0000 <the_o31> os itens no tft 🎡
",theo os itens no tft 🎡,0,0,-0.296,negative
"1624015611230826497 2023-02-10 12:01:09 +0000 <papa4c_tesla> 大学4年の頃(2017年冬)初めてのマイカーを何にするか迷ってた時に目が止まったモデルXの白。 今思えば日本に来てすぐやったんか🤔  SUVへ憧れていたのでこれが良い！と思ったんですが、そもそも値段高すぎやし電気やしで諦めました。 結局現行のプラドを新車で購入し、その4年モデル3に乗り換え🤔
",papactesla 大学年の頃年冬初めてのマイカーを何にするか迷ってた時に目が止まったモデルxの白。 今思えば日本に来てすぐやったんか🤔 suvへ憧れていたのでこれが良い！と思ったんですが、そもそも値段高すぎやし電気やしで諦めました。 結局現行のプラドを新車で購入し、その年モデルに乗り換え🤔,0,0,0.0,neutral
"1624015376894898176 2023-02-10 12:00:13 +0000 <jack_ripper755> @Eagle15Johnny  https://t.co/Mf6juttWdv
",jackripper,0,0,0.0,neutral
"1624010207969038341 2023-02-10 11:39:40 +0000 <Tesla_1104HX> 돌격할 준비라도 해야할까. 후방에서 바로 쏠 준비 하고 있을게.
",teslahx 돌격할 준비라도 해야할까 후방에서 바로 쏠 준비 하고 있을게,0,0,0.0,neutral
"1623686962061221889 2023-02-09 14:15:13 +0000 <Billioninabag> @CryptoJobs #tesla need filled bag #tiwicat  https://t.co/Zfxokk9TB5
",billioninabag tesla need filled bag tiwicat,0,0,0.0,neutral
"1624009147577679873 2023-02-10 11:35:28 +0000 <nori_tesla> @mat2ate7 排気量87ccだから レンジエクステンダーですね 世界初では？
",noritesla 排気量ccだから レンジエクステンダーですね 世界初では？,0,0,0.0,neutral
"1623707271359504385 2023-02-09 15:35:55 +0000 <realcrazedbunny> @skycorphomevid I believe your youtube channel has been hacked and is being used by cybercriminals to promote crypto scams. It has renamed to ""The Tesla"" but your previous description is still there.
",realcrazedbunny i believe your youtube channel has been hacked and is being used by cybercriminals to promote crypto scams it has renamed to the tesla but your previous description is still there,0,0,-0.3506,negative
"1624007813272944640 2023-02-10 11:30:09 +0000 <UBTesla> Novo u fondu: Narodne poslovice / sakupio Rista J. Odavić  https://t.co/UIpcoCh9FM
",ubtesla novo u fondu narodne poslovice sakupio rista j odavić,0,0,0.0,neutral
"1623998718537265152 2023-02-10 10:54:01 +0000 <tesla_kobe> @ikiterudakedee1 牡蠣たまんないですね…💕今食べてました😋 カワハギを食べたことがないかもです これは死ぬまでに食べるリストに書き込んでおきます。助かります😌  https://t.co/bfE8JUMtBF
",teslakobe 牡蠣たまんないですね…💕今食べてました😋 カワハギを食べたことがないかもです これは死ぬまでに食べるリストに書き込んでおきます。助かります😌,0,0,0.0,neutral
"1623988017001115648 2023-02-10 10:11:30 +0000 <AnTesla> @GinzburgVitaly @Fyodorrrrr Привет, космодромный вор. Как там так в суд?
",antesla привет космодромный вор как там так в суд,0,0,0.0,neutral
"1622952290968829954 2023-02-07 13:35:53 +0000 <AriellPim> @VictorIzquier2 Usan los descubrimientos e TESLA para el mal.
",ariellpim usan los descubrimientos e tesla para el mal,0,0,0.0,neutral
"1623997848521158656 2023-02-10 10:50:34 +0000 <TeslaSg> $TSLA could gap fill at $198 and end the day green. 🤔
",teslasg tsla could gap fill at and end the day green 🤔,0,0,0.0,neutral
"1622958837719511043 2023-02-07 14:01:54 +0000 <ogpharmabro> Delusional &amp; desperate $tsla chasers fall for the fake up in the pre-mkt every day! Like this one is gonna hold up on a big down day and not give up/retrace it’s silly move up from 100= insane. Bye Tesla bulls who bought recently- ur hosed. $spx $spy $qqq $ndx $arkk  https://t.co/XQ0zzJ78o9
",ogpharmabro delusional amp desperate tsla chasers fall for the fake up in the premkt every day like this one is gonna hold up on a big down day and not give upretrace it’s silly move up from insane bye tesla bulls who bought recently ur hosed spx spy qqq ndx arkk,0,0,-0.6705,negative
"1622983481490919425 2023-02-07 15:39:50 +0000 <ANArce_River> Two racing cars, a Tesla 'Model S Plaid' and a Bugatti 'Veyron', are racing at top speed over the face of a giant 'Cartier' watch, made of gold. #AIArtwork #AIart #AiArt #digitalart #aiartcommunity #ArtificialIntelligence  7  https://t.co/5fdYivaMJT
",anarceriver two racing cars a tesla model s plaid and a bugatti veyron are racing at top speed over the face of a giant cartier watch made of gold aiartwork aiart aiart digitalart aiartcommunity artificialintelligence,0,0,0.2023,positive
"1624006680290762753 2023-02-10 11:25:39 +0000 <KimKukich>  https://t.co/7kCYUxPigr
",kimkukich,0,0,0.0,neutral
"1623695699358502913 2023-02-09 14:49:56 +0000 <acaenpantuflas> EL0N MU$K sos una terrible puta y tu tesla un terrible cornudo no te acordas cuando el SEC te llenaba el culo  de leche?
",acaenpantuflas eln muk sos una terrible puta y tu tesla un terrible cornudo no te acordas cuando el sec te llenaba el culo de leche,0,0,-0.8126,negative
"1624011407741132800 2023-02-10 11:44:26 +0000 <BestTrader01> $TSLA #TSLA = Algo's has been working on 4Hr Chart! (Not a Financial Advise).   I am looking for $202 Gap Fill and Continue Bounce. $200 Must hold - RSI has been drained from the Over Bought on 1Hr and 4hr.   Let's GO Bulls! March 1st Investor Day $288  https://t.co/wSLPqDFw92
",besttrader tsla tsla algos has been working on hr chart not a financial advise i am looking for gap fill and continue bounce must hold rsi has been drained from the over bought on hr and hr lets go bulls march st investor day,0,0,-0.3612,negative
"1623683928065470470 2023-02-09 14:03:09 +0000 <KReichley> Tesla stock rallies again, toward the longest win streak in seven months - MarketWatch  https://t.co/RdZiTwt0lL
",kreichley tesla stock rallies again toward the longest win streak in seven months marketwatch,0,0,0.5859,positive
"1624002389454868485 2023-02-10 11:08:36 +0000 <VilleRoseTesla> @Red_Pill_Report Ça a toujours été un peu comme ça. Mais maintenant ça se voit :-)
",villerosetesla ça a toujours été un peu comme ça mais maintenant ça se voit,0,0,0.0,neutral
"1622934945143595008 2023-02-07 12:26:58 +0000 <DeepanshuBhat3> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/Fehnp1ZyIA
",deepanshubhat bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1624007141173481475 2023-02-10 11:27:29 +0000 <Oten_13> Ele conta umas boas histórias
",oten ele conta umas boas histórias,0,0,0.0,neutral
"1623698932886016002 2023-02-09 15:02:47 +0000 <kestrel_can> Remember this? Tesla's Autopilot cleared by NTSB from involvement in fatal Texas car crash - Seeking Alpha  https://t.co/Y8udusYGW9
",kestrelcan remember this teslas autopilot cleared by ntsb from involvement in fatal texas car crash seeking alpha,0,0,-0.7003,negative
"1623996533224996864 2023-02-10 10:45:20 +0000 <TeslaCrashes> @RonFilipkowski Hunter Biden's laptop, wet dream of every redneck out there.
",teslacrashes hunter bidens laptop wet dream of every redneck out there,0,0,0.25,positive
"1624002556614647813 2023-02-10 11:09:16 +0000 <AeroNikolaTesla> @vrajamani Dear Sir, Please check all relevant information about your flight with your chosen airline. Airline contacts are at the following link:  https://t.co/6Xmikzk1fc. Kind regards!
",aeronikolatesla dear sir please check all relevant information about your flight with your chosen airline airline contacts are at the following link kind regards,0,0,0.8074,positive
